Topic,Review_Raw,Tokens,Representative_document
39,"5통 넘게 구매해서 사용중인데 마몽드 제품중에 제일 좋아요~^^
케이스도 핑크핑크하게 바뀌어서 이쁘구요^^향도 좋고 흡수도 잘되서 좋아요^^
겨울이나 환절기에 사용하기 너무 좋구요^^앞으로 계속 재구매 의사 있어요~^^",케이스 핑크 핑크 이쁘다 흡수 겨울 환절기 의사,True
2,겨울이라 그런지 너무 건조해서 구매했는데 촉촉하니 좋아요,겨울 건조,True
6,"여름에 수분크림처럼 발라요 물광처럼 싸악 올라옵니당
스킨이나 앰플 가볍게 흡수시키고 로션을 발라요 화장전에 발라도 밀리지 않아요 건성에게는 선크림바르기 전에도 부담스럽지 않은 묽기에요 이 라인으로 정착하려고요!! 좋습니닷",여름 수분 크림 스킨 앰플 흡수 로션 화장 건성 크림 부담 라인 정착,True
2,아이들 주려고 구매하는 꾸준히 쓰고있어요 좋아요,아이,True
46,잘쓰고있습니다. 감사합니다.,감사,True
46,잘받았습니다. 감사합니다.,감사,True
2,배송도 빠르고 제품도 너무좋네요 ㅋㅋ,배송 빠르다,True
2,배송 빨라서 좋아요,배송 빠르다,True
2,가볍고 오래쓰기 조아요~!,조아,True
28,"프로바이오틱스 세라마이드 앰플마스크팩
촉촉하고 좋아요 무난하니 굿
프로바이오틱스 세라마이드 앰플마스크팩
촉촉하고 좋아요 무난하니 굿
프로바이오틱스 세라마이드 앰플마스크팩
촉촉하고 좋아요 무난하니 굿
프로바이오틱스 세라마이드 앰플마스크팩
촉촉하고 좋아요 무난하니 굿",프로바이오틱스 세라마이드 앰플 마스크 프로바이오틱스 세라마이드 앰플 마스크 프로바이오틱스 세라마이드 앰플 마스크 프로바이오틱스 세라마이드 앰플 마스크,True
-1,"은은하고 상쾌하고
향이 너무 좋아요
감사합니다",감사,True
43,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
46,아주 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다,조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사,True
46,잘쓰고있습니다. 감사합니다. 잘쓰고있습니다. 감사합니다.,감사 감사,True
43,잘받았습니다 잘쓰겠습니다 감사합니다,감사,True
-1,잘받았습니다 좋아요 감사합니다 더 사용해봐겠어요,감사,True
2,"선물주려구 안쓰고 아끼고있는데
싸게 잘샀다",선물,True
52,배송도 빠르고 사용해보니 촉촉해요.,배송 빠르다 촉촉하다,True
43,잘받았습니다 감사합니다,감사,True
14,선물로 드렸는데 매우 만족해하셨어요.,선물 만족,True
-1,선물했는데 정말 좋아합니다!,선물,True
9,마스크팩이 얇고 좋아요. 얼굴에 착용감이 있고 촉촉합니다.,마스크 얼굴 착용감 촉촉하다,True
14,가벼운 선물용으로 구매했어요.좋아요.,선물,True
43,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
43,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다,감사,True
9,마스크 괜찮은것 같아요. 두껍고 부드럽너오.,마스크 괜찮다,True
2,배송 빨랐어용ㅎㅎㅎㅎ촉촉하니 너무좋아요,배송 빠르다 촉촉하다,True
43,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다 감사해요,감사 감사,True
46,아주 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다 ㅎㅎ 아주 조아요 조아요 잘 샀어요 감사합니다,조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사 조아 조아요 감사,True
43,잘받았습니다 잘쓰겠습니다 감사합니다 고맙습니다,감사,True
4,"겨울 철 건조할때 사용하기
더 좋아요",겨울 건조,True
46,좋아요 감사합니다.,감사,True
46,아주 조아요 잘 쓰고 이#어요 감사합니다 남편 사줬는데 잘 쓰고 이#어요 감사해요 자거지만 잘 쓰고 있어요 감사합니다 여러# 쓸모가 많네요 감사합니다 좋은 제품 팔아주셔서 감사해요 ㅎㅎ 아주 좋아요 감사합니다 잘 쓰겠습니 다,조아요 감사 남편 감사 거지 감사 쓸모 감사 감사 감사,True
46,"좋아요
부드럽고 감사합니다
잘쓸게요.",감사,True
46,잘 사용하겠스빈다. 감사합니다.,감사,True
2,배송이 빠르게 왔습니다~~,배송 빠르다,True
52,산뜻하고 가벼워서 좋아요. 배송 빠릅니다.,배송 빠르다,True
46,좋은 제품 감사합니다. 잘 쓰겠습니다,감사,True
10,곱슬머리라서 구매해보았습니다. 차분해지는 효과는 있습니다. 냄새는 개인적으로 향기롭기 보다 실리콘냄새 같이 느껴졌습니다. 기대보다는 만족스럽지 않았습니다. 그리고 두피에 안 닿게 조금만 사용했는 데에도 피부에 자극적이라고 느껴졌습니다.,곱슬머리 효과 냄새 개인 향기 실리콘 냄새 기대 만족 두피 조금 피부 자극,True
43,잘받았습니다 감사합니다,감사,True
2,만독합니다 배송빨라용 가음에 떠 주문할께용,배송 빠르다,True
2,"아직 안꺼봐서 모르겠어요
배송은 빠르네요",배송 빠르다,True
2,선물용으류 구매했는데 맘에들어하네ㅇㅛ 굿,선물,True
46,좋았습니다아.감사합니다. 저에게 딱 맞았어요,감사,True
46,흠. 잘 받았습니다 감사합니다,감사,True
20,제품 마음에.드네요 우선 보긎력이 너무좋고 지속려 또한 좋아서 아주 마음에 들어요 바르고 자면 아침에 너무 촉촉하게 남아있어요 강추합니다 제품 마음에.드네요 우선 보긎력이 너무좋고 지속려 또한 좋아서 아주 마음에 들어요 바르고 자면 아침에 너무 촉촉하게 남아있어요 강추합니다,보긎 지속려 아침 보긎 지속려 아침,True
2,너무너무너무 좋아요 얇게펴바르면 티도안나고 옷에안묻어서좋네요 배송도빠릅니다,배송 빠르다,True
43,잘쓰겠습니다 감사합니다잘쓰겠습니다 감사합니다,감사 감사,True
2,배송 빨라서 좋아요,배송 빠르다,True
-1,잘써볼게요 감사합니다,감사,True
-1,좋은제품감사합니다.,감사,True
2,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,배송 빠르다,True
2,잘쓰고있어요 선물했는데 맘에 들어하는 거 같아요,선물,True
2,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,배송 빠르다,True
2,"선물했는데 맘에 들어하네요
좋아요~~!",선물,True
2,"선물용으로 구매했어요
직접 사용은 안해봤습니다",선물,True
2,배송 빠르고 좋아요,배송 빠르다,True
52,배송 빠르고 좋아요. 좀 떠써봐야 알것같아요.,배송 빠르다,True
2,배송도 빠르고 상품도 좋아요 항상 믿고 구매 해요,배송 빠르다,True
52,배송도 빠르고 좋습니다.,배송 빠르다,True
43,꾸준히 잘 사용하고 있습니다 감사합니다,감사,True
-1,"항상 잘 사용하고 있습니다
감사합니다..",감사,True
41,조아요 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,조아,True
18,엄마 선물로만 사드리다가 이제 나이도 있어서 한번 구매해서 사용해봤는데 역시 좋네요 향도 은은하고 좋아요 앞으로도 계속 꾸준히 사용할같아요 하나씩 화장품을 설화수로 바까가야할거같아요 너무 좋습니다. 피부도 좋아지길 바래 보아요,엄마 선물 나이 화장품 설화 바까 피부,True
-1,항상 쓰던거를 선물했더니 좋아하네요.,선물,True
-1,"항상 잘 사용하고 있습니다
감사합니다..",감사,True
18,"윤조에센스 사은품이 진짜 많아서 엄마가 너무나 좋아하세요
선물로 드리기 진짜 너무나 좋아요
제품 좋은거야 말 할 것도 없구요. 
이제는 엄마 뿐 아니라 저도 사용하고 있습니다. 자와 저희 엄마의 최애 화장품!
앞으로도 계속 이용할게요",윤조 에센스 사은품 엄마 선물 이제 엄마 엄마 화장품 이용,True
2,너무 좋아서 항상 구매하고있어요 배송도 빠르고 좋아요,배송 빠르다,True
2,선물용으로 샀는데 받는분이 좋아하셨어요!,선물,True
6,"설화수는 모든 타입 피부가 사용할 수 있어서 좋아요
순하고 촉촉해서 바르고 나면 피부결이 좋아져요
가격은 비싸지만 아모레몰에서 구매하면 할인도 많이 하고 샘플도 많이 줘서 요즘에는 여기에서 구매하고 있습니다 !! 세일 더 많이 하면 좋겠어요",설화 타입 피부 순하다 촉촉하다 피부 가격 비싸다 아모레 할인 샘플 요즘 세일,True
18,엄마 선물로 보내드렸어요. 엄마 피부가 많이 건조하신데 바르고 나면 촉촉해서 좋다고 하세요. 엄마가 만족해 하셔서 저도 기분이 좋습니다. 앞으로도 엄마 화장품 선물은 설화수에서 해 드릴까 싶어요.,엄마 선물 엄마 피부 건조 엄마 만족 기분 엄마 화장품 선물 설화,True
3,"이 클렌징 오일은 세정력이 뛰어나서 메이크업이 한 번에 깨끗하게 지워져 정말 만족스러웠어요. 워터프루프 제품도 손쉽게 제거되면서도 피부에 자극 없이 부드럽게 사용할 수 있어서 매일 쓰기 좋더라고요. 특히 세안 후에도 피부가 건조해지지 않고 촉촉함이 유지돼서, 순한 느낌이 들었어요.",클렌징 오일 세정 뛰어나다 메이크업 만족 워터프루프 제거 피부 자극 세안 피부 건조 유지 순하다,True
8,"설화수 썬크림 샘플 먼저 써봤어요..일단 제 피부에 트러블없이 순하다 느껴졌고, 많이 끈적이지도 않으면서 발림성도 좋아요,향도 무난하고 괜찮네요. 바르고 나서 많이 번들거리는 느낌없어서 그점이 가장 만족스러워요. 자외선 차단은 당연히 잘 될것이라 믿고요. 만족스러워요",설화 썬크림 샘플 피부 트러블 순하다 발림 괜찮다 만족 자외선 차단 만족,True
8,믿고 사용하는 썬크림~피부에 순하게 발리고 무난하고 편한 느낌의 썬크림입니다. 썬크림 특유의 끈끈함 때문에 썬크림을 잘 사용하지 않는 일인 이었는데 이 제품 사용해보고 지금은 매일 챙겨 바르고 있어요~거의 다 써 가서 미리 구입했구요 샘플도 종류별로 많이 챙겨 주셔서 더 좋습니다. 추천합니다^^,썬크림 피부 순하다 편하다 썬크림 썬크림 특유 썬크림 지금 구입 샘플 종류 추천,True
13,남자가 쓰기에 적당한 촉촉한감과 샨뜻함이 같이 있어서 너무 좋아해서 하나더 사봤습니다. 남편도 좋아하고 아버님께 선물드릴생각하기 두근거라네요 ㅎㅎ 온 가족이 모두 설화수 쓰게되니 괜하 뿌듯햐집니다. 남자 화장품 완전 강 추애요!,남자 샨뜻 남편 아버님 선물 근거 가족 설화 뿌듯햐 남자 화장품,True
13,"아빠 화장품으로 꾸준히 사드리고 있는 제품이에요. 양이 좀 적은게 가장 큰 단점이지만...질은 확실히 다른 남성제품보다 뛰어나요.
남자화장품도 스킨, 로션 합쳐서 하나로 바르는 라인이 있으연 좋겠어요. 두개 바르기 귀찮다고 하는 남자들이 많아서요ㅎㅎ",아빠 화장품 단점 남성 뛰어나다 남자 화장품 스킨 로션 라인 귀찮다 남자,True
13,"남편이 항상 쓰는 화장품입니다.
떨어지기도 전에 사달라고 해서 항상 구입해놓곤해요.
남편피부가 좀 건조한편인데...
설화수본윤 남성화장품쓴이후로 피부가 촉촉해졋다고 좋아해요.
남들도 보고 젊어졋다고하니 넘 좋아해요.",남편 화장품 구입 남편 피부 건조 설화 남성 화장품 이후 피부,True
-1,항상 선물하는 제품입니다 너무나 좋아하네요,선물,True
5,항상 설화수 제품을 사용하는데 가격이 좀 부담되지요. 이번 아세폐에서 할인 받아 구입하니 좋네요. 한번만 쿠폰을 사용할 수 있어서 크림은 구입을 미뤘어요. 키르기스스탄에 있어서 사용전이지만 리뉴얼되엏다고 하니까 기대돼요.,설화 가격 부담 아세폐 할인 구입 쿠폰 크림 구입 키르기스스탄 리뉴얼 기대,True
-1,"감사합니다 좋아요 좋아요 👍🏻 

Супер пенка 

Запах восхитительный ,но немного сушит кожу 

У меня сухой тип кожи ,поэтому я после умывание с этой пенкой сразу в течение 6ти секунд наношу средство тоник эмульсию 

Но мне нравится эта пенка из всех какие я использовала",감사,True
2,제품 좋아요 잘 사용했습니다 배송도 빨라요,배송 빠르다,True
2,"좋아요 선물용으로 구매했어요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",선물,True
16,"아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 소용량 좋아요
다른 워터에센스에 비해 촉촉해서 겨울에도 사용하기 좋아요 퍼스트에센스로 사용하고 있어요
아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 추천합니다",바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 용량 워터 에센스 겨울 퍼스트 에센스 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 추천,True
16,"아이오페 바이오 컨디셔닝 에센스 84ml
바이오 컨디셔닝 에센스 좋아요
가을 겨울에 사용하기 좋아요
가볍지만 바르고 나면 촉촉해져요
무향이라 만족합니다
아이오페 바이오 컨디셔닝 에센스 
바이오 컨디셔닝 에센스 추천합니다",바이오 컨디셔닝 에센스 ml 바이오 컨디셔닝 에센스 가을 겨울 만족 바이오 컨디셔닝 에센스 바이오 컨디셔닝 에센스 추천,True
-1,"잘 사용하고 있습니다 
재구매 할게요 
감사합니다",감사,True
30,항상 쓰는 제품입니다. 잘 쓰고 있습니다. 감사합니다.,감사,True
2,"배송도 빠르고 상품도 좋아요 
선물했는데 만족해요",배송 빠르다 선물 만족,True
2,"배송도 빠르고 상품도 좋아요 
선물했는데 받으신분도 만족하네요",배송 빠르다 선물 만족,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했어요
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 추천합니다,",슈퍼 이탈 기초 세트 촉촉하다 만족 아모레퍼시픽 배송 빠르다 이벤트 추천,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했어요
써보니 사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 적극 추천합니다~",슈퍼 이탈 기초 세트 만족 아모레퍼시픽 배송 빠르다 이벤트 적극 추천,True
47,"아이오페 슈퍼바이탈 기초 2종 세트 구매했습니다
써보니 사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 적극 추천합니다~~",슈퍼 이탈 기초 세트 만족 아모레퍼시픽 배송 빠르다 이벤트 적극 추천,True
47,"아이오페 슈퍼바이탈 2종세트 구매했어요
촉촉하고 사용감이 좋아요
사용감 좋아서 꾸준히 사용하려구요
아이오페 제품들 만족스럽네요
아모레퍼시픽몰 공홈이라 좋고 배송도 빠르네요
이벤트도 자주 있어서 좋아요
이제품 추천합니다",슈퍼 이탈 세트 촉촉하다 만족 아모레퍼시픽 배송 빠르다 이벤트 추천,True
20,"아침세안용으로 쓸 가벼운 클렌저가 필요해서 구매했습니다
아침저녁으로 쓰기에는 조금 자극적이어서 다른 폼클렌징이랑 번갈아가며 쓰고 있어요
각질제거제 성분이 들어서 그런가 씻고나면 보들보들합니다 건조하지 않은 점이 제일 마음에 드네요",아침 세안 클렌저 필요 아침 저녁 자극 클렌징 각질 제거제 성분 건조,True
16,"아이오페 바이오 컨디셔닝 에센스 폼 
샘플 사용해 보니 좋아서 본품 구매합니다. 바이오 에센스 폼이라 순한 것 같아요. 적은 양으로 거품도 잘 나고 부드럽고 촉촉하게 세안이 되어 마음에 들어요. 펌프형이라 사용감도 좋아요.",바이오 컨디셔닝 에센스 샘플 바이오 에센스 순하다 거품 세안 펌프,True
10,일단 트러블 없이 잘 맞았고 바르는 느낌이 끈적임 없이 순하고 편안했습니다. 향수를 쓰기때문에 향이 강해서 냄새가 섞이면 어쩔까..했는데 향도 레몬향이 약하게 섞인듯 상큼하고 고급스럽게 은은해서 향수를 쓰는데 겉돌지 않고 좋았습니다. 앞으로도 계속 구매할 생각입니다,트러블 순하다 편안 향수 강하다 냄새 레몬 약하다 고급 향수,True
33,"헤이베스티 컬러가 화사해보일 것 같아서 구매해봤어요!! 갤럭시에디션이라 케이스가 더 블링블링하니 예쁘네용ㅎㅎㅎ 색상 쿨톤에게 잘 어울릴 색상이고, 다른 색상과 섞어서 발라도 예쁠 것 같아요. 다만 촉촉한 립이라 지속력은 그리 길지 않아요~",헤이베스티 컬러 갤럭시 에디션 케이스 블링블링 예쁘다 색상 색상 색상 예쁘다 지속,True
6,"배송도빠르고~~촉촉하고좋아요~!!너무맘에들어요~~!!
열심히바르고있네요~~",배송 빠르다,True
-1,좋아요 잘 받았습니다 또 구매할게요. 감사합니다,감사,True
43,좋아요 잘 받았습니다 또 구매할게요 감사합니다,감사,True
33,이번에 나온 에스쁘아 홀리데이 컬렉션 갤럭시 에디션 너무너무 예쁘네요 갤럭시 에디션 스트로빙 하이라이터 8호 갤럭시 패키지도 예쁘고 하이라이터 발색도 예쁘고 좋은 것 같습니다 블링블링 은은한 광택과 블루 투명 케이스가 예쁘네요,홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다,True
33,에스쁘아 홀리데이 컬렉션 갤럭시 에디션 너무너무 예쁘네요 갤럭시 에디션 스트로빙 하이라이터 8호 갤럭시 패키지도 예쁘고 하이라이터 발색도 예쁘고 좋은 것 같습니다 블링블링 은은한 광택과 블루 투명 케이스가 너무너무 예쁩니다,홀리데이 컬렉션 갤럭시 에디션 예쁘다 갤럭시 에디션 스트로 하이 라이터 갤럭시 패키지 예쁘다 하이 라이터 예쁘다 블링블링 광택 블루 투명 케이스 예쁘다,True
2,배송빠르고ㅡ촉촉하고좋아요♡너무마음에들어요~~,배송 빠르다,True
2,저에게 너무 밝아서 딸 아이에게 줬어요,아이,True
43,좋아요 잘쓸께요 감사합니다 색밝아요,감사,True
2,배송도 빠르고 잘 쓰고있어요 굿굿 좋아요,배송 빠르다,True
2,"우리아이들이 사용하기 위해서 구매했죵^.^ 
너무 너무 좋아요",아이,True
-1,아이에게 사용중인데 적당히 촉촉해서 좋아요,아이,True
2,"아이를 위해서 샀어요 
좋아요 ~~~",아이,True
4,"겨울이라 큰걸로!
건조할땐 특히나 이만한게 없어요!",겨울 건조,True
21,스킨로션은 늘 오딧세이 로맨틱 스킨 리파이너를 쓰고 계십니다 한번 써보시고 맘에 들어하셔서 그후론 쭉 오딧세이 로맨틱 라인을 사용중이십니다 사용감도 좋고 향도 좋고 만족하십니다 앞으로도 계속 오딧세이 로맨틱 라인을 쓰실 것 같습니다,스킨 로션 오딧세이 로맨틱 스킨 리파이너 오딧세이 로맨틱 라인 만족 오딧세이 로맨틱 라인,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽고 흡수도 잘 되고 향도 은은하고 사용감도 촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수도 잘 되고 향도 은은하고 
사용감도 촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수되고 잔향도 은은하고 사용감도 
촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수도 잘 되고 향도 은은하고 
촉촉하고 좋습니다.",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너130ml
부드럽게 흡수되고 잔향도 은은하고 촉촉하고 
좋습니다.",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽고 흡수도 잘 되고 향도 은은하고 촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수도 잘 되고 향도 은은하고 촉촉하고 
좋아요",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수되고 향도 은은하고 
촉촉하고 좋습니다.",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽고 흡수되고 향도 은은하고 촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수되고 향도 은은하고 촉촉하고 좋습니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
31,"오딧세이 로맨틱 스킨 리파이너 130ml
부드럽게 흡수되고 향도 은은하고 촉촉 합니다",오딧세이 로맨틱 스킨 리파이너 ml 흡수,True
2,"촉촉하고 순해서 좋아요 
향이너무 순하고젛아요",순하다 순하다,True
2,"선물용으로 구매했어요 ㅎㅎ 
잘 맞았으면 좋겠어요",선물,True
43,"저렴하고 향이 좋고 상쾌해요
감사합니다",감사,True
30,항상 사용하는 제품입니다. 감사합니다.,감사,True
2,"촉촉하고 순해서 좋아요 
향이너무 순하고젛아요",순하다 순하다,True
52,배송도 빠르고 늘 쓰던 제품이라 항상 믿고 잘 쓰고있습니다.,배송 빠르다,True
46,참 좋은 제품입니다 감사합니다 감사합니다,감사 감사,True
2,"향도 적당하고 촉촉하고 좋아요
배송도 빠르고요",배송 빠르다,True
2,배송도 빠르고 제품도 좋네요,배송 빠르다,True
2,선물받으시는분이 너무 좋아하세요~~~~~~~,선물,True
2,선물로 드렸는데 만족한다고 합미다~~,선물 만족,True
-1,선물했는데 받는 사람이 마음에 들어합니다.,선물,True
46,참 좋은 제품입니다 감사합니다 감사합니다,감사 감사,True
14,선물용으로 구매합니다 사용하던 제품입니다.,선물,True
2,선물로 샀습니다 넘 좋네요 맘에 들어하세요,선물,True
-1,"항상 자주 구매하는 상품입니다.
배송도 너무 빨라요~~",배송 빠르다,True
21,"오딧세이 로맨틱 스페셜 2종 세트 재구매합니다.
가격과 혜택이 좋아 매번 추천합니다.
보습 진정 효과가 좋구
패키지도 고급스럽고
스킨, 에멀전, 클렌징폼과 트레블키트를 함께 주는 구성이 좋아 오딧세이 로맨틱 세트 추천합니다!",오딧세이 로맨틱 스페셜 세트 가격 혜택 추천 보습 진정 효과 패키지 고급 스킨 에멀전 클렌징 트레블키트 구성 오딧세이 로맨틱 세트 추천,True
